training/progress,train/grad_clip_ratio,timing/forward_ms,train/learning_rate,summary/total_iterations,performance/iterations_per_second,eval/loss,eval/num_batches,summary/final_eval_perplexity,train/grad_norm_before_clip,timing/optimizer_ms,summary/final_eval_loss,train/loss,step,system/elapsed_time_hours,performance/tokens_per_second,timing/backward_ms,summary/average_tokens_per_second,timing/eval_total_seconds,model/total_parameters,train/running_loss,training/iteration,summary/total_training_time_hours,timing/total_ms,learning_rate/group_0,model/trainable_parameters,train/perplexity,summary/final_train_loss,eval/perplexity,train/grad_norm_after_clip,timestamp
,,,,,,1.2103118634223937,50,,,,,,400,,,,,136.8044991493225,,,,,,,,,,3.3545306448446035,,1756118956.392904
,,,,,,,,,,,,,410,,,,,,,,,,,5.5782705759382104e-05,,,,,,1756119033.0611122
,0.9999999740473239,2539.8459434509277,,,,,,,0.38531670781237004,80.32584190368652,,1.194341778755188,410,,,6249.374866485596,,,,,,,8869.54665184021,,,3.3013840140784754,,,0.38531670781237004,1756119042.178768
0.82,,,5.5782705759382104e-05,,0.10932776922950804,,,,,,,,410,,895.6130855281299,,,,,1.2244571375846862,410,,,,,,,,,1756119042.207911
,,,,,,,,,,,,,410,1.237656883067555,,,,,,,,,,,,,,,,1756119042.208032
,,,,,,,,,,,,,420,,,,,,,,,,,5.0513507018882495e-05,,,,,,1756119120.8787808
,0.9999999745441233,2475.8410453796387,,,,,,,0.39283658671185506,77.35610008239746,,1.2410922050476074,420,,,5352.505683898926,,,,,,,7905.702829360962,,,3.4593897651032166,,,0.39283658671185506,1756119129.016914
0.84,,,5.0513507018882495e-05,,0.1225411342729401,,,,,,,,420,,1003.8569719639253,,,,,1.223657180070877,420,,,,,,,,,1756119129.039298
,,,,,,,,,,,,,420,1.2617767128017214,,,,,,,,,,,,,,,,1756119129.0394182
,,,,,,,,,,,,,430,,,,,,,,,,,4.580207496404485e-05,,,,,,1756119204.5964532
,0.9999999755350899,2567.1839714050293,,,,,,,0.4087486809025194,76.57599449157715,,1.2343441247940063,430,,,5686.535835266113,,,,,,,8330.29580116272,,,3.43612411287049,,,0.4087486809025194,1756119213.138718
0.86,,,4.580207496404485e-05,,0.11675814145980135,,,,,,,,430,,956.4826948386926,,,,,1.215942268371582,430,,,,,,,,,1756119213.16116
,,,,,,,,,,,,,430,1.285145564476649,,,,,,,,,,,,,,,,1756119213.167285
,,,,,,,,,,,,,440,,,,,,,,,,,4.167136321824887e-05,,,,,,1756119290.7561002
,0.9999999732667073,2528.306245803833,,,,,,,0.3740653969917682,77.53896713256836,,1.1503727436065674,440,,,5786.868333816528,,,,,,,8392.71354675293,,,3.1593703253286045,,,0.3740653969917682,1756119299.3794749
0.88,,,4.167136321824887e-05,,0.11564593457765479,,,,,,,,440,,947.371496060148,,,,,1.212984801530838,440,,,,,,,,,1756119299.403177
,,,,,,,,,,,,,440,1.3091000186072455,,,,,,,,,,,,,,,,1756119299.40332
,,,,,,,,,,,,,450,,,,,,,,,,,3.814149619390238e-05,,,,,,1756119375.6414459
,0.9999999748729362,2636.9709968566895,,,,,,,0.3979772498250378,74.96285438537598,,1.1997100114822388,450,,,5597.26095199585,,,,,,,8309.194803237915,,,3.3191542665376974,,,0.3979772498250378,1756119384.194252
0.9,,,3.814149619390238e-05,,0.11660866959596218,,,,,,,,450,,955.2582213301222,,,,,1.2081331861019136,450,,,,,,,,,1756119384.217131
,,,,,,,,,,,,,450,1.3326594458023706,,,,,,,,,,,,,,,,1756119384.217258
,,,,,,,,,,,,,460,,,,,,,,,,,3.522967104832695e-05,,,,,,1756119461.347918
,0.9999999813859393,2554.5408725738525,,,,,,,0.5372282809699112,81.54487609863281,,1.1542093753814697,460,,,6311.929225921631,,,,,,,8948.014974594116,,,3.1715149482333684,,,0.5372282809699112,1756119470.546605
0.92,,,3.522967104832695e-05,,0.10839227198958021,,,,,,,,460,,887.9494921386411,,,,,1.205633339881897,460,,,,,,,,,1756119470.5736609
,,,,,,,,,,,,,460,1.3566473697291481,,,,,,,,,,,,,,,,1756119470.573783
,,,,,,,,,,,,,470,,,,,,,,,,,3.2950073900936234e-05,,,,,,1756119575.255929
,0.999999972407745,3539.644956588745,,,,,,,0.36242053134604574,111.5121841430664,,1.1028451919555664,470,,,7810.851097106934,,,,,,,11462.008237838745,,,3.0127256240293545,,,0.36242053134604574,1756119587.033056
0.94,,,3.2950073900936234e-05,,0.08470630299074178,,,,,,,,470,,693.9140341001566,,,,,1.2038763880729675,470,,,,,,,,,1756119587.061415
,,,,,,,,,,,,,470,1.389005083905326,,,,,,,,,,,,,,,,1756119587.061555
,,,,,,,,,,,,,480,,,,,,,,,,,3.1313810719888e-05,,,,,,1756119695.8220742
,0.9999999768883421,3831.387996673584,,,,,,,0.43268205925301145,130.8739185333252,,1.199852466583252,480,,,8458.06097984314,,,,,,,12420.322895050049,,,3.31962713067417,,,0.43268205925301145,1756119708.5932229
0.96,,,3.1313810719888e-05,,0.07812160838684387,,,,,,,,480,,639.972215905025,,,,,1.2051845800876617,480,,,,,,,,,1756119708.622615
,,,,,,,,,,,,,480,1.4227740977870094,,,,,,,,,,,,,,,,1756119708.630005
,,,,,,,,,,,,,490,,,,,,,,,,,3.0328853214923733e-05,,,,,,1756119824.551263
,0.9999999710117897,3819.895029067993,,,,,,,0.34496781966344514,126.67489051818848,,1.2150927782058716,490,,,8310.429811477661,,,,,,,12256.999731063843,,,3.370606768664004,,,0.34496781966344514,1756119837.166718
0.98,,,3.0328853214923733e-05,,0.07903840635749865,,,,,,,,490,,647.4826248806289,,,,,1.1981326496601106,490,,,,,,,,,1756119837.2033339
,,,,,,,,,,,,,490,1.4584889645046657,,,,,,,,,,,,,,,,1756119837.203524
,,,,,,1.1827261030673981,100,,,,,,500,,,,,392.7477340698242,,,,,,,,,,3.263258066048129,,1756120339.764686
,,,,500,,,,3.263258066048129,,,1.1827261030673981,,500,,,,712.1351084946957,,,,,1.5976993188593123,,,,,1.1531908512115479,,,1756120339.8020082
