summary/average_tokens_per_second,performance/tokens_per_second,summary/final_eval_perplexity,model/total_parameters,timestamp,train/perplexity,step,summary/total_iterations,timing/eval_total_seconds,learning_rate/group_0,model/trainable_parameters,system/elapsed_time_hours,train/running_loss,training/progress,performance/iterations_per_second,train/grad_clip_ratio,timing/total_ms,summary/total_training_time_hours,eval/num_batches,eval/perplexity,training/iteration,summary/final_train_loss,train/grad_norm_before_clip,timing/optimizer_ms,train/loss,train/grad_norm_after_clip,train/learning_rate,summary/final_eval_loss,timing/forward_ms,eval/loss,timing/backward_ms
,1869.8587129222587,,,1756179877.71536,,100,,,,,,4.327102563381195,0.05,0.4565084748345358,,,,,,100,,,,,,0.0003,,,,
,,,,1756179877.715487,,100,,,,,0.060495708054966395,,,,,,,,,,,,,,,,,,,
,,,,1756179981.796511,,150,,,0.0002995389065559004,,,,,,,,,,,,,,,,,,,,,
,,,,1756179983.8481221,4.935200141462168,150,,,,,,,,,0.9999999835918171,499.7856616973877,,,,,,0.6094520008026474,117.2170639038086,1.5963932275772095,0.6094520008026474,,,79.13661003112793,,303.4319877624512
,1995.3418267249617,,,1756179983.8492758,,150,,,,,,2.1573048710823057,0.075,0.48714400066527386,,,,,,150,,,,,,0.0002995389065559004,,,,
,,,,1756179983.849406,,150,,,,,0.08997735248671637,,,,,,,,,,,,,,,,,,,
,,,,1756180080.2250938,,200,,,0.0002981587759593675,,,,,,,,,,,,,,,,,,,,,
,,,,1756180082.254901,5.029881274854825,200,,,,,,,,,0.9999999815167658,492.16198921203613,,,,,,0.5410308491198221,144.52886581420898,1.6153963804244995,0.5410308491198221,,,82.97991752624512,,264.65320587158203
,2016.7257074852084,,,1756180082.256094,,200,,,,,,1.6732278156280518,0.1,0.49236467467900596,,,,,,200,,,,,,0.0002981587759593675,,,,
,,,,1756180082.257726,,200,,,,,0.11731299671861861,,,,,,,,,,,,,,,,,,,
,,,,1756180119.161967,,200,,36.90379595756531,,,,,,,,,,50,4.416592573600898,,,,,,,,,,1.4853684878349305,
,,,,1756180224.670322,,250,,,0.00029586903590180956,,,,,,,,,,,,,,,,,,,,,
,,,,1756180226.60195,4.067853687875479,250,,,,,,,,,0.9999999788203147,415.9362316131592,,,,,,0.4721505350255038,87.69607543945312,1.4031155109405518,0.4721505350255038,,,62.41416931152344,,265.8259868621826
,2119.2473264344194,,,1756180226.603074,,250,,,,,,1.5000066769123077,0.125,0.5173943668052782,,,,,,250,,,,,,0.00029586903590180956,,,,
,,,,1756180226.603199,,250,,,,,0.1574089616537094,,,,,,,,,,,,,,,,,,,
,,,,1756180317.116956,,300,,,0.0002926853276295856,,,,,,,,,,,,,,,,,,,,,
,,,,1756180318.93139,3.5233224449769116,300,,,,,,,,,0.9999999815159382,367.39468574523926,,,,,,0.5410066230876925,61.412811279296875,1.2594044208526611,0.5410066230876925,,,42.70482063293457,,263.2770538330078
,2256.673352320359,,,1756180318.932009,,300,,,,,,1.4009649240970612,0.15,0.5509456426563376,,,,,,300,,,,,,0.0002926853276295856,,,,
,,,,1756180318.9320881,,300,,,,,0.18305587556627062,,,,,,,,,,,,,,,,,,,
,,,,1756180411.12204,,350,,,0.00028862939909843273,,,,,,,,,,,,,,,,,,,,,
,,,,1756180413.0455208,3.6756514944831706,350,,,,,,,,,0.9999999828220736,414.22200202941895,,,,,,0.5821424333607216,88.71817588806152,1.3017303943634033,0.5821424333607216,,,61.99002265930176,,263.51380348205566
,2128.2045093751344,,,1756180413.046658,,350,,,,,,1.3503017592430115,0.175,0.5195811790466637,,,,,,350,,,,,,0.00028862939909843273,,,,
,,,,1756180413.046817,,350,,,,,0.20919885555903117,,,,,,,,,,,,,,,,,,,
,,,,1756180526.1145349,,400,,,0.000283728956412876,,,,,,,,,,,,,,,,,,,,,
,,,,1756180528.614161,3.5150185132467704,400,,,,,,,,,0.9999999821188162,713.8519287109375,,,,,,0.5592470838718873,135.07461547851562,1.257044792175293,0.5592470838718873,,,100.71921348571777,,478.0580997467041
,1637.934819613189,,,1756180528.615232,,400,,,,,,1.3080566728115082,0.2,0.3998864305696262,,,,,,400,,,,,,0.000283728956412876,,,,
,,,,1756180528.615375,,400,,,,,0.2413012331061893,,,,,,,,,,,,,,,,,,,
,,,,1756180562.093109,,400,,33.47727704048157,,,,,,,,,,50,3.5952598691521396,,,,,,,,,,1.2796162748336792,
,,,,1756180688.615863,,450,,,0.00027801747456544134,,,,,,,,,,,,,,,,,,,,,
,,,,1756180690.5718012,3.429881887660305,450,,,,,,,,,0.9999999825953365,422.44410514831543,,,,,,0.5745586437756475,95.38793563842773,1.2325258255004883,0.5745586437756475,,,61.120033264160156,,265.93613624572754
,2093.3139171099865,,,1756180690.572557,,450,,,,,,1.2748390579223632,0.225,0.5110629680444303,,,,,,450,,,,,,0.00027801747456544134,,,,
,,,,1756180690.572673,,450,,,,,0.2862893713845147,,,,,,,,,,,,,,,,,,,
,,,,1756180785.572382,,500,,,0.0002715339687685131,,,,,,,,,,,,,,,,,,,,,
,,,,1756180787.6509,3.365400955091727,500,,,,,,,,,0.9999999810121256,566.1723613739014,,,,,,0.5266518850843595,208.47821235656738,1.2135471105575562,0.5266518850843595,,,78.94492149353027,,278.7492275238037
,1969.7040679399445,,,1756180787.651871,,500,,,,,,1.2552921307086944,0.25,0.4808847822119005,,,,,,500,,,,,,0.0002715339687685131,,,,
,,,,1756180787.6520069,,500,,,,,0.31325585312313503,,,,,,,,,,,,,,,,,,,
,,,,1756180892.074508,,550,,,0.0002643227279408727,,,,,,,,,,,,,,,,,,,,,
,,,,1756180894.14932,3.3321716830574193,550,,,,,,,,,0.999999980548559,538.1498336791992,,,,,,0.5141007218560428,141.62087440490723,1.2036242485046387,0.5141007218560428,,,94.87080574035645,,301.65815353393555
,1973.014648539447,,,1756180894.150505,,550,,,,,,1.2373464059829713,0.275,0.48169302942857595,,,,,,550,,,,,,0.0002643227279408727,,,,
,,,,1756180894.1534421,,550,,,,,0.34283958474795023,,,,,,,,,,,,,,,,,,,
,,,,1756180991.453459,,600,,,0.00025643301216947504,,,,,,,,,,,,,,,,,,,,,
,,,,1756180993.4056058,3.3560010550992696,600,,,,,,,,,0.999999976484367,429.7010898590088,,,,,,0.4252490147526908,98.13714027404785,1.2107501029968262,0.4252490147526908,,,66.00213050842285,,265.5618190765381
,2097.0027626207752,,,1756180993.406713,,600,,,,,,1.220318739414215,0.3,0.5119635650929627,,,,,,600,,,,,,0.00025643301216947504,,,,
,,,,1756180993.406825,,600,,,,,0.37040996942255233,,,,,,,,,,,,,,,,,,,
,,,,1756181019.011693,,600,,25.604477882385254,,,,,,,,,,50,3.295737617372039,,,,,,,,,,1.1926300024986267,
,,,,1756181111.878249,,650,,,0.0002479187162131051,,,,,,,,,,,,,,,,,,,,,
,,,,1756181113.723808,3.2847796873606243,650,,,,,,,,,0.9999999781477529,381.75082206726074,,,,,,0.45761883061217595,69.80299949645996,1.1892995834350586,0.45761883061217595,,,47.98483848571777,,263.962984085083
,2218.6003268263366,,,1756181113.72445,,650,,,,,,1.2018567526340485,0.325,0.5416504704165861,,,,,,650,,,,,,0.0002479187162131051,,,,
,,,,1756181113.724542,,650,,,,,0.40383155723412834,,,,,,,,,,,,,,,,,,,
,,,,1756181206.2905622,,700,,,0.00023883800134652763,,,,,,,,,,,,,,,,,,,,,
,,,,1756181208.201886,3.2860776274275576,700,,,,,,,,,0.9999999802534012,407.2878360748291,,,,,,0.5064163177975757,84.16485786437988,1.1896946430206299,0.5064163177975757,,,60.3327751159668,,262.7902030944824
,2141.784626831081,,,1756181208.202977,,700,,,,,,1.1914034688472748,0.35,0.5228966374099319,,,,,,700,,,,,,0.00023883800134652763,,,,
,,,,1756181208.20309,,700,,,,,0.4300755982928806,,,,,,,,,,,,,,,,,,,
,,,,1756181304.330587,,750,,,0.0002292528980600049,,,,,,,,,,,,,,,,,,,,,
,,,,1756181306.328311,2.89674423038727,750,,,,,,,,,0.9999999796338419,462.1403217315674,,,,,,0.4910106150328475,121.83713912963867,1.0635874271392822,0.4910106150328475,,,76.03812217712402,,264.2650604248047
,2049.077715263336,,,1756181306.3295228,,750,,,,,,1.1775580430030823,0.375,0.5002631140779629,,,,,,750,,,,,,0.0002292528980600049,,,,
,,,,1756181306.329661,,750,,,,,0.45733297917577953,,,,,,,,,,,,,,,,,,,
,,,,1756181401.029303,,800,,,0.00021922888232815086,,,,,,,,,,,,,,,,,,,,,
,,,,1756181402.8574028,3.1854548381157195,800,,,,,,,,,0.9999999795037812,369.8163032531738,,,,,,0.4878948580286399,60.32514572143555,1.158595085144043,0.4878948580286399,,,47.636985778808594,,261.8541717529297
,2237.8916742761644,,,1756181402.8595881,,800,,,,,,1.1558336961269378,0.4,0.5463602720400792,,,,,,800,,,,,,0.00021922888232815086,,,,
,,,,1756181402.859654,,800,,,,,0.48414686646726396,,,,,,,,,,,,,,,,,,,
,,,,1756181428.437462,,800,,25.577575206756592,,,,,,,,,,50,3.187976962839324,,,,,,,,,,1.159386534690857,
,,,,1756181517.9094222,,850,,,0.00020883442834263225,,,,,,,,,,,,,,,,,,,,,
,,,,1756181519.7271209,3.0720067827709725,850,,,,,,,,,0.999999980650565,353.37281227111816,,,,,,0.516810946603279,53.52020263671875,1.1223310232162476,0.516810946603279,,,37.07075119018555,,262.78185844421387
,2252.679264283511,,,1756181519.727697,,850,,,,,,1.1457739531993867,0.425,0.5499705235067166,,,,,,850,,,,,,0.00020883442834263225,,,,
,,,,1756181519.727777,,850,,,,,0.5166102339161767,,,,,,,,,,,,,,,,,,,
,,,,1756181609.194477,,900,,,0.00019814054076400787,,,,,,,,,,,,,,,,,,,,,
,,,,1756181611.057518,2.971025685418601,900,,,,,,,,,0.9999999776636437,388.9167308807373,,,,,,0.44770058432695614,78.0491828918457,1.088907241821289,0.44770058432695614,,,45.935869216918945,,264.93167877197266
,2197.6288688252457,,,1756181611.058298,,900,,,,,,1.1423536610603333,0.45,0.5365304855530385,,,,,,900,,,,,,0.00019814054076400787,,,,
,,,,1756181611.060745,,900,,,,,0.5419805028041204,,,,,,,,,,,,,,,,,,,
,,,,1756181703.362516,,950,,,0.00018722026968789906,,,,,,,,,,,,,,,,,,,,,
,,,,1756181705.340569,2.9940921498301627,950,,,,,,,,,0.9999999779237968,452.5125026702881,,,,,,0.45297643167242835,116.93525314331055,1.0966410636901855,0.45297643167242835,,,69.84806060791016,,265.7291889190674
,2069.5575623269233,,,1756181705.341673,,950,,,,,,1.1327718389034271,0.475,0.5052630767399715,,,,,,950,,,,,,0.00018722026968789906,,,,
,,,,1756181705.341791,,950,,,,,0.5681696819596821,,,,,,,,,,,,,,,,,,,
,,,,1756181800.032187,,1000,,,0.00017614821163876486,,,,,,,,,,,,,,,,,,,,,
,,,,1756181801.862714,3.1354637359677753,1000,,,,,,,,,0.999999979134956,360.80384254455566,,,,,,0.4792704849868546,55.22012710571289,1.1427770853042603,0.4792704849868546,,,40.28177261352539,,265.3019428253174
,2236.9519388909034,,,1756181801.863243,,1000,,,,,,1.1180860549211502,0.5,0.546130844455787,,,,,,1000,,,,,,0.00017614821163876486,,,,
,,,,1756181801.863311,,1000,,,,,0.594981215596199,,,,,,,,,,,,,,,,,,,
,,,,1756181827.416505,,1000,,25.552957773208618,,,,,,,,,,50,3.0281858325108106,,,,,,,,,,1.1079637050628661,
,,,,1756181918.445639,,1050,,,0.00016499999999999997,,,,,,,,,,,,,,,,,,,,,
,,,,1756181920.275278,3.1738296056203343,1050,,,,,,,,,0.9999999784953083,364.18771743774414,,,,,,0.4650147936929171,57.97886848449707,1.1549389362335205,0.4650147936929171,,,41.45407676696777,,264.7547721862793
,2237.963680360599,,,1756181920.275867,,1050,,,,,,1.1123218113183975,0.525,0.5463778516505369,,,,,,1050,,,,,,0.00016499999999999997,,,,
,,,,1756181920.275944,,1050,,,,,0.6278736135694716,,,,,,,,,,,,,,,,,,,
,,,,1756182039.3733828,,1100,,,0.00015385178836123511,,,,,,,,,,,,,,,,,,,,,
,,,,1756182042.028409,2.8644401828969173,1100,,,,,,,,,0.9999999805700698,719.5582389831543,,,,,,0.5146698796102694,137.2060775756836,1.052372932434082,0.5146698796102694,,,90.22116661071777,,492.13099479675293
,1542.107686253558,,,1756182042.029475,,1100,,,,,,1.1064035576581954,0.55,0.3764911343392476,,,,,,1100,,,,,,0.00015385178836123511,,,,
,,,,1756182042.029609,,1100,,,,,0.6616940757963392,,,,,,,,,,,,,,,,,,,
,,,,1756182161.83423,,1150,,,0.00014277973031210088,,,,,,,,,,,,,,,,,,,,,
,,,,1756182164.511743,2.9987622072463993,1150,,,,,,,,,0.9999999782582647,738.2826805114746,,,,,,0.4599448784101689,148.69284629821777,1.0981996059417725,0.4599448784101689,,,98.39677810668945,,491.1930561065674
,1526.3033631879835,,,1756182164.51783,,1150,,,,,,1.0980438935756682,0.575,0.37263265702831627,,,,,,1150,,,,,,0.00014277973031210088,,,,
,,,,1756182164.51812,,1150,,,,,0.695718661679162,,,,,,,,,,,,,,,,,,,
,,,,1756182291.188544,,1200,,,0.0001318594592359921,,,,,,,,,,,,,,,,,,,,,
,,,,1756182293.268256,2.9026282151852065,1200,,,,,,,,,0.9999999793770757,536.6129875183105,,,,,,0.48489727493587315,138.566255569458,1.0656166076660156,0.48489727493587315,,,91.10188484191895,,306.9448471069336
,1968.4641375872955,,,1756182293.2693388,,1200,,,,,,1.0946794587373734,0.6,0.4805820648406483,,,,,,1200,,,,,,0.0001318594592359921,,,,
,,,,1756182293.2694771,,1200,,,,,0.7314829277992249,,,,,,,,,,,,,,,,,,,
,,,,1756182328.105278,,1200,,34.835314989089966,,,,,,,,,,50,2.9864061381485527,,,,,,,,,,1.0940707039833069,
,,,,1756182454.772161,,1250,,,0.00012116557165736772,,,,,,,,,,,,,,,,,,,,,
,,,,1756182457.4225569,2.9889639851720577,1250,,,,,,,,,0.999999979276516,724.6861457824707,,,,,,0.4825443329859074,137.85910606384277,1.0949268341064453,0.4825443329859074,,,97.59998321533203,,489.2270565032959
,1544.7708375257366,,,1756182457.423672,,1250,,,,,,1.0898508358001708,0.625,0.3771413177553068,,,,,,1250,,,,,,0.00012116557165736772,,,,
,,,,1756182457.428351,,1250,,,,,0.777082614964909,,,,,,,,,,,,,,,,,,,
,,,,1756182582.331531,,1300,,,0.00011077111767184913,,,,,,,,,,,,,,,,,,,,,
,,,,1756182585.096406,2.8209490582063794,1300,,,,,,,,,0.9999999785211726,839.6329879760742,,,,,,0.46557475532284376,193.45474243164062,1.0370733737945557,0.46557475532284376,,,116.23215675354004,,529.9460887908936
,1480.7932995920203,,,1756182585.097603,,1300,,,,,,1.0848134326934815,0.65,0.3615218016582081,,,,,,1300,,,,,,0.00011077111767184913,,,,
,,,,1756182585.097787,,1300,,,,,0.8125463472472296,,,,,,,,,,,,,,,,,,,
,,,,1756182723.7201579,,1350,,,0.00010074710193999505,,,,,,,,,,,,,,,,,,,,,
,,,,1756182726.274144,2.7873030566409054,1350,,,,,,,,,0.9999999783674367,739.551305770874,,,,,,0.4622660586773181,153.8841724395752,1.0250744819641113,0.4622660586773181,,,96.14896774291992,,489.5181655883789
,1602.9547200098232,,,1756182726.2754261,,1350,,,,,,1.0756104880571364,0.675,0.39134636718989824,,,,,,1350,,,,,,0.00010074710193999505,,,,
,,,,1756182726.275616,,1350,,,,,0.8517624107996623,,,,,,,,,,,,,,,,,,,
,,,,1756182854.278636,,1400,,,9.116199865347238e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756182856.976853,2.9924268506854923,1400,,,,,,,,,0.9999999795115474,748.7680912017822,,,,,,0.48807979719664196,160.29906272888184,1.096084713935852,0.48807979719664196,,,99.95484352111816,,488.5141849517822
,1517.336066089939,,,1756182856.978088,,1400,,,,,,1.0709571081399918,0.7,0.37044337551023904,,,,,,1400,,,,,,9.116199865347238e-05,,,,
,,,,1756182856.978251,,1400,,,,,0.8880686986446381,,,,,,,,,,,,,,,,,,,
,,,,1756182898.3247669,,1400,,41.34601068496704,,,,,,,,,,50,2.8745119020843948,,,,,,,,,,1.0558828866481782,
,,,,1756183022.6258829,,1450,,,8.208128378689484e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756183025.289995,2.704981825403104,1450,,,,,,,,,0.9999999779911043,729.9642562866211,,,,,,0.45436172240657,144.97709274291992,0.9950951933860779,0.45436172240657,,,96.45509719848633,,488.53206634521484
,1536.7967387457854,,,1756183025.2911549,,1450,,,,,,1.0696068161725998,0.725,0.37519451629535777,,,,,,1450,,,,,,8.208128378689484e-05,,,,
,,,,1756183025.291323,,1450,,,,,0.9348223297463523,,,,,,,,,,,,,,,,,,,
,,,,1756183144.8694541,,1500,,,7.356698783052497e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756183147.0628,3.0060246201584486,1500,,,,,,,,,0.9999999776220183,608.6463928222656,,,,,,0.4468678153847671,202.30674743652344,1.1006184816360474,0.4468678153847671,,,100.42786598205566,,305.9117794036865
,1860.2452688177748,,,1756183147.0713038,,1500,,,,,,1.0626519596576691,0.75,0.45416144258246455,,,,,,1500,,,,,,7.356698783052497e-05,,,,
,,,,1756183147.071549,,1500,,,,,0.9686501695050134,,,,,,,,,,,,,,,,,,,
,,,,1756183274.8274229,,1550,,,6.567727205912724e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756183277.5249002,2.869429954911522,1550,,,,,,,,,0.9999999784276157,746.7522621154785,,,,,,0.4635556114063439,158.96010398864746,1.0541133880615234,0.4635556114063439,,,96.85301780700684,,490.9391403198242
,1517.7931847033199,,,1756183277.526026,,1550,,,,,,1.0553977799415588,0.775,0.37055497673420895,,,,,,1550,,,,,,6.567727205912724e-05,,,,
,,,,1756183277.526221,,1550,,,,,1.00488757914967,,,,,,,,,,,,,,,,,,,
,,,,1756183415.646015,,1600,,,5.846603123148688e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756183419.267031,2.8918910458828635,1600,,,,,,,,,0.9999999789232132,916.6009426116943,,,,,,0.4744556135475899,151.11303329467773,1.061910629272461,0.4744556135475899,,,111.02175712585449,,654.4661521911621
,1130.8035120470654,,,1756183419.268202,,1600,,,,,,1.0559697270393371,0.8,0.2760750761833656,,,,,,1600,,,,,,5.846603123148688e-05,,,,
,,,,1756183419.268352,,1600,,,,,1.0442603933148913,,,,,,,,,,,,,,,,,,,
,,,,1756183458.145269,,1600,,38.86965775489807,,,,,,,,,,50,2.8498991229118134,,,,,,,,,,1.0472835981845856,
,,,,1756183599.218522,,1650,,,5.198252543455865e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756183601.8686998,2.8729563921402166,1650,,,,,,,,,0.9999999787045539,724.1659164428711,,,,,,0.469583953940801,138.25702667236328,1.0553416013717651,0.469583953940801,,,97.30291366577148,,488.6059761047363
,1544.9253119145224,,,1756183601.869765,,1650,,,,,,1.0529350590705873,0.825,0.37717903122913143,,,,,,1650,,,,,,5.198252543455865e-05,,,,
,,,,1756183601.869913,,1650,,,,,1.0949830491675272,,,,,,,,,,,,,,,,,,,
,,,,1756183723.902432,,1700,,,4.6271043587123986e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756183726.654171,3.0592226380849463,1700,,,,,,,,,0.9999999792244709,774.9712467193604,,,,,,0.4813355053372865,178.06005477905273,1.1181608438491821,0.4813355053372865,,,107.5582504272461,,489.3529415130615
,1487.823971936551,,,1756183726.655425,,1700,,,,,,1.0514942836761474,0.85,0.36323827439857204,,,,,,1700,,,,,,4.6271043587123986e-05,,,,
,,,,1756183726.655605,,1700,,,,,1.1296457411183252,,,,,,,,,,,,,,,,,,,
,,,,1756183848.8671,,1750,,,4.137060090156724e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756183850.9645472,2.801653837181329,1750,,,,,,,,,0.9999999785671111,540.8821105957031,,,,,,0.4665726497510986,142.67206192016602,1.0302098989486694,0.4665726497510986,,,93.19686889648438,,305.01317977905273
,1951.8433169137145,,,1756183850.965615,,1750,,,,,,1.0552133971452713,0.875,0.4765242472933873,,,,,,1750,,,,,,4.137060090156724e-05,,,,
,,,,1756183850.9657679,,1750,,,,,1.1641763420237434,,,,,,,,,,,,,,,,,,,
,,,,1756183971.045741,,1800,,,3.7314672370414325e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756183973.146144,2.872049297664838,1800,,,,,,,,,0.9999999817937328,538.0239486694336,,,,,,0.5492614042191846,142.8370475769043,1.0550258159637451,0.5492614042191846,,,90.07883071899414,,305.10807037353516
,1949.0868304373441,,,1756183973.1472251,,1800,,,,,,1.0495049464702606,0.9,0.4758512769622422,,,,,,1800,,,,,,3.7314672370414325e-05,,,,
,,,,1756183973.1473658,,1800,,,,,1.198115675052007,,,,,,,,,,,,,,,,,,,
,,,,1756184013.658654,,1800,,40.51080393791199,,,,,,,,,,50,2.8218059945542064,,,,,,,,,,1.0373771035671233,
,,,,1756184128.41854,,1850,,,3.41309640981904e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756184131.189576,2.7262237474552307,1850,,,,,,,,,0.999999978990608,797.8458404541016,,,,,,0.4759775912141108,209.0919017791748,1.0029174089431763,0.4759775912141108,,,101.17101669311523,,487.5829219818115
,1473.0925072268255,,,1756184131.199061,,1850,,,,,,1.0413398385047912,0.925,0.3596417253971742,,,,,,1850,,,,,,3.41309640981904e-05,,,,
,,,,1756184131.199243,,1850,,,,,1.2420189738935894,,,,,,,,,,,,,,,,,,,
,,,,1756184249.514828,,1900,,,3.1841224040632484e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756184252.230601,3.037921698342889,1900,,,,,,,,,0.9999999778527644,746.124267578125,,,,,,0.45152360951372095,158.9970588684082,1.1111736297607422,0.45152360951372095,,,97.9912281036377,,489.1359806060791
,1507.595750302684,,,1756184252.231724,,1900,,,,,,1.042536215186119,0.95,0.36806536872624124,,,,,,1900,,,,,,3.1841224040632484e-05,,,,
,,,,1756184252.2318752,,1900,,,,,1.2756391497453055,,,,,,,,,,,,,,,,,,,
,,,,1756184990.279268,,1950,,,3.046109344409957e-05,,,,,,,,,,,,,,,,,,,,,
,,,,1756184992.0879831,2.7955256125563968,1950,,,,,,,,,0.9999999778378243,367.6772117614746,,,,,,0.451219227730748,64.18108940124512,1.0280201435089111,0.451219227730748,,,43.311119079589844,,260.18500328063965
,2262.673231015296,,,1756184992.089482,,1950,,,,,,1.041474677324295,0.975,0.5524104567908438,,,,,,1950,,,,,,3.046109344409957e-05,,,,
,,,,1756184992.0897841,,1950,,,,,1.4811552333831788,,,,,,,,,,,,,,,,,,,
,,,,1756185135.577067,,2000,,52.156156063079834,,,,,,,,,,100,2.83029988352839,,,,,,,,,,1.0403826719522475,
1496.7333338033122,,2.83029988352839,,1756185135.5772989,,2000,2000,,,,,,,,,,1.5203480166859098,,,,0.9898626208305359,,,,,,1.0403826719522475,,,
